generation	mnemonic	format_id	format	category	description	launch_class	semantic_model	operand_signature	operand_layout	inst_lo	inst_hi	fixed_mask_lo	fixed_mask_hi	opcode_mask_lo	opcode_mask_hi	parameter_mask_lo	parameter_mask_hi	ignored_mask_lo	ignored_mask_hi	reserved_mask_lo	reserved_mask_hi	seed_assembly
lg200	v_cmp_ge_u16	4	vop	vector-alu	Compares the two unsigned 16-bit integer operands with the greater-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	GJ11GK11RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	104f8000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_ge_u16 p0, s0, zero, v0
lg200	v_cmp_ge_u32	4	vop	vector-alu	Compares the two unsigned 32-bit integer operands with the greater-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	GJ11GK11RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	10478000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_ge_u32 p0, s0, zero, v0
lg200	v_cmp_ge_u64	4	vop	vector-alu	Compares the two unsigned 64-bit integer operands with the greater-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	GJ11GK11x2RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11x2@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	10578000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_ge_u64 p0, s0, zero, v0-v1
lg200	v_cmp_gt_f16	4	vop	vector-alu	Compares the two 16-bit floating-point operands with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	GJ11GK11RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	10490000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_gt_f16 p0, s0, zero, v0
lg200	v_cmp_gt_f32	4	vop	vector-alu	Compares the two 32-bit floating-point operands with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	GJ11GK11RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	10410000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_gt_f32 p0, s0, zero, v0
lg200	v_cmp_gt_f64	4	vop	vector-alu	Compares the two 64-bit floating-point operands with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	GJ11GK11x2RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11x2@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	10510000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_gt_f64 p0, s0, zero, v0-v1
lg200	v_cmp_gt_i16	4	vop	vector-alu	Compares the two signed 16-bit integer operands with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	GJ11GK11RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	104d0000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_gt_i16 p0, s0, zero, v0
lg200	v_cmp_gt_i32	4	vop	vector-alu	Compares the two signed 32-bit integer operands with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	GJ11GK11RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	10450000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_gt_i32 p0, s0, zero, v0
lg200	v_cmp_gt_i64	4	vop	vector-alu	Compares the two signed 64-bit integer operands with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	GJ11GK11x2RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11x2@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	10550000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_gt_i64 p0, s0, zero, v0-v1
lg200	v_cmp_gt_u16	4	vop	vector-alu	Compares the two unsigned 16-bit integer operands with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	GJ11GK11RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	104f0000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_gt_u16 p0, s0, zero, v0
lg200	v_cmp_gt_u32	4	vop	vector-alu	Compares the two unsigned 32-bit integer operands with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	GJ11GK11RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	10470000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_gt_u32 p0, s0, zero, v0
lg200	v_cmp_gt_u64	4	vop	vector-alu	Compares the two unsigned 64-bit integer operands with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	GJ11GK11x2RD8M.mod2M.clmp1PJ2	GJ11@INST_LO[7:0]+INST_HI[2:0];GK11x2@INST_LO[15:8]+INST_HI[5:3];RD8@INST_LO[31:24];M.mod2@INST_HI[10:9];M.clmp1@INST_HI[11];PJ2@INST_HI[13:12]	00000000	10570000	00000000	ffffc000	00000000	0fffc000	ff00ffff	00003e3f	00ff0000	000001c0	00000000	00000000	v_cmp_gt_u64 p0, s0, zero, v0-v1
lg200	v_cmp_imm_eq_f16	5	vop-imm	vector-alu	Compares the two 16-bit floating-point operands using the encoded immediate as the second operand, with the equality predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04880000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_eq_f16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_eq_f32	5	vop-imm	vector-alu	Compares the two 32-bit floating-point operands using the encoded immediate as the second operand, with the equality predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04080000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_eq_f32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_eq_i16	5	vop-imm	vector-alu	Compares the two signed 16-bit integer operands using the encoded immediate as the second operand, with the equality predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04c80000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_eq_i16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_eq_i32	5	vop-imm	vector-alu	Compares the two signed 32-bit integer operands using the encoded immediate as the second operand, with the equality predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04480000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_eq_i32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_eq_u16	5	vop-imm	vector-alu	Compares the two unsigned 16-bit integer operands using the encoded immediate as the second operand, with the equality predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04e80000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_eq_u16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_eq_u32	5	vop-imm	vector-alu	Compares the two unsigned 32-bit integer operands using the encoded immediate as the second operand, with the equality predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04680000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_eq_u32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_f_f16	5	vop-imm	vector-alu	Compares the two 16-bit floating-point operands using the encoded immediate as the second operand, with the always false predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04800000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_f_f16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_f_f32	5	vop-imm	vector-alu	Compares the two 32-bit floating-point operands using the encoded immediate as the second operand, with the always false predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	54000000	00000000	fffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_f_f32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_f_i16	5	vop-imm	vector-alu	Compares the two signed 16-bit integer operands using the encoded immediate as the second operand, with the always false predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04c00000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_f_i16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_f_i32	5	vop-imm	vector-alu	Compares the two signed 32-bit integer operands using the encoded immediate as the second operand, with the always false predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04400000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_f_i32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_f_u16	5	vop-imm	vector-alu	Compares the two unsigned 16-bit integer operands using the encoded immediate as the second operand, with the always false predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04e00000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_f_u16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_f_u32	5	vop-imm	vector-alu	Compares the two unsigned 32-bit integer operands using the encoded immediate as the second operand, with the always false predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04600000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_f_u32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_ge_f16	5	vop-imm	vector-alu	Compares the two 16-bit floating-point operands using the encoded immediate as the second operand, with the greater-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04980000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_ge_f16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_ge_f32	5	vop-imm	vector-alu	Compares the two 32-bit floating-point operands using the encoded immediate as the second operand, with the greater-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04180000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_ge_f32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_ge_i16	5	vop-imm	vector-alu	Compares the two signed 16-bit integer operands using the encoded immediate as the second operand, with the greater-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04d80000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_ge_i16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_ge_i32	5	vop-imm	vector-alu	Compares the two signed 32-bit integer operands using the encoded immediate as the second operand, with the greater-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04580000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_ge_i32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_ge_u16	5	vop-imm	vector-alu	Compares the two unsigned 16-bit integer operands using the encoded immediate as the second operand, with the greater-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04f80000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_ge_u16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_ge_u32	5	vop-imm	vector-alu	Compares the two unsigned 32-bit integer operands using the encoded immediate as the second operand, with the greater-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04780000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_ge_u32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_gt_f16	5	vop-imm	vector-alu	Compares the two 16-bit floating-point operands using the encoded immediate as the second operand, with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04900000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_gt_f16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_gt_f32	5	vop-imm	vector-alu	Compares the two 32-bit floating-point operands using the encoded immediate as the second operand, with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04100000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_gt_f32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_gt_i16	5	vop-imm	vector-alu	Compares the two signed 16-bit integer operands using the encoded immediate as the second operand, with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04d00000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_gt_i16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_gt_i32	5	vop-imm	vector-alu	Compares the two signed 32-bit integer operands using the encoded immediate as the second operand, with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04500000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_gt_i32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_gt_u16	5	vop-imm	vector-alu	Compares the two unsigned 16-bit integer operands using the encoded immediate as the second operand, with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04f00000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_gt_u16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_gt_u32	5	vop-imm	vector-alu	Compares the two unsigned 32-bit integer operands using the encoded immediate as the second operand, with the greater-than predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04700000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_gt_u32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_le_f16	5	vop-imm	vector-alu	Compares the two 16-bit floating-point operands using the encoded immediate as the second operand, with the less-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	048c0000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_le_f16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_le_f32	5	vop-imm	vector-alu	Compares the two 32-bit floating-point operands using the encoded immediate as the second operand, with the less-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	040c0000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_le_f32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_le_i16	5	vop-imm	vector-alu	Compares the two signed 16-bit integer operands using the encoded immediate as the second operand, with the less-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04cc0000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_le_i16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_le_i32	5	vop-imm	vector-alu	Compares the two signed 32-bit integer operands using the encoded immediate as the second operand, with the less-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	044c0000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_le_i32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_le_u16	5	vop-imm	vector-alu	Compares the two unsigned 16-bit integer operands using the encoded immediate as the second operand, with the less-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04ec0000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_le_u16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_le_u32	5	vop-imm	vector-alu	Compares the two unsigned 32-bit integer operands using the encoded immediate as the second operand, with the less-than-or-equal predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	046c0000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_le_u32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_lg_f16	5	vop-imm	vector-alu	Compares the two 16-bit floating-point operands using the encoded immediate as the second operand, with the less-than-or-greater-than (ordered inequality) predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04940000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_lg_f16 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_lg_f32	5	vop-imm	vector-alu	Compares the two 32-bit floating-point operands using the encoded immediate as the second operand, with the less-than-or-greater-than (ordered inequality) predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	floating-point-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04140000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_lg_f32 p0, s0, v0, 0x00000000
lg200	v_cmp_imm_lg_i16	5	vop-imm	vector-alu	Compares the two signed 16-bit integer operands using the encoded immediate as the second operand, with the less-than-or-greater-than (ordered inequality) predicate, and writes a per-lane mask (0xffff for true, zero for false) to the scalar destination. The comparison does not modify either source.	compute-buffer	integer-value	IK32VJ8RD8PJ2	IK32@INST_LO[31:0];VJ8@INST_HI[7:0];RD8@INST_HI[15:8];PJ2@INST_HI[17:16]	00000000	04d40000	00000000	8ffc0000	00000000	0ffc0000	ffffffff	0003ffff	00000000	00000000	00000000	70000000	v_cmp_imm_lg_i16 p0, s0, v0, 0x00000000
